id,entity_id,degree_centrality,betweenness_centrality,pagerank,computed_at
NA001696,CS000060,0.0016,0.0002,0.0003,2026-09-07T05:25:52.424533Z
NA001697,CS000061,0.0038,0.0015,0.0006,2026-09-07T05:25:52.424538Z
NA001698,P000464,0.0016,0.0001,0.0003,2026-09-07T05:25:52.424543Z
NA001699,CS000062,0.0032,0.0009,0.0005,2026-09-07T05:25:52.424547Z
NA001700,P000488,0.0016,0.0003,0.0003,2026-09-07T05:25:52.424553Z
NA001701,CS000063,0.0021,0.0001,0.0003,2026-09-07T05:25:52.424558Z
NA001702,CS000064,0.0011,0.0002,0.0002,2026-09-07T05:25:52.424563Z
NA001703,CS000065,0.0027,0.0005,0.0004,2026-09-07T05:25:52.424568Z
NA001704,CS000066,0.0021,0.0002,0.0004,2026-09-07T05:25:52.424573Z
NA001705,P000493,0.0016,0.0005,0.0003,2026-09-07T05:25:52.424577Z
NA001706,CS000067,0.0032,0.0017,0.0005,2026-09-07T05:25:52.424583Z
NA001707,CS000068,0.0016,0.0001,0.0003,2026-09-07T05:25:52.424588Z
NA001708,CS000069,0.0027,0.0004,0.0004,2026-09-07T05:25:52.424593Z
NA001709,CS000070,0.0005,0,0.0001,2026-09-07T05:25:52.424597Z
NA001710,CS000071,0.0038,0.0013,0.0006,2026-09-07T05:25:52.424603Z
NA001711,P000470,0.0032,0.0007,0.0005,2026-09-07T05:25:52.424610Z
NA001712,CS000072,0.0021,0.0002,0.0004,2026-09-07T05:25:52.424617Z
NA001713,CS000073,0.0016,0.0002,0.0003,2026-09-07T05:25:52.424624Z
NA001714,CS000074,0.0011,0,0.0002,2026-09-07T05:25:52.424631Z
NA001715,CS000075,0.0021,0.0004,0.0004,2026-09-07T05:25:52.424639Z
NA001716,P000495,0.0027,0.0005,0.0004,2026-09-07T05:25:52.424646Z
NA001717,CS000076,0.0021,0.0003,0.0004,2026-09-07T05:25:52.424651Z
NA001718,P000510,0.0011,0,0.0002,2026-09-07T05:25:52.424657Z
NA001719,CS000077,0.0021,0.0004,0.0004,2026-09-07T05:25:52.424661Z
NA001720,P000496,0.0021,0.0007,0.0004,2026-09-07T05:25:52.424667Z
NA001721,CS000078,0.0005,0,0.0001,2026-09-07T05:25:52.424672Z
NA001722,CS000079,0.0021,0.0005,0.0003,2026-09-07T05:25:52.424678Z
NA001723,CS000080,0.0016,0.0002,0.0003,2026-09-07T05:25:52.424682Z
NA001724,CS000081,0.0032,0.0022,0.0005,2026-09-07T05:25:52.424687Z
NA001725,CS000082,0.0032,0.0005,0.0005,2026-09-07T05:25:52.424692Z
NA001726,CS000083,0.0016,0.0002,0.0003,2026-09-07T05:25:52.424696Z
NA001727,P000532,0.0016,0.0003,0.0003,2026-09-07T05:25:52.424701Z
NA001728,CS000084,0.0027,0.0008,0.0005,2026-09-07T05:25:52.424706Z
NA001729,CS000085,0.0027,0.0002,0.0004,2026-09-07T05:25:52.424710Z
NA001730,P000516,0.0021,0.0002,0.0004,2026-09-07T05:25:52.424715Z
NA001731,CS000086,0.0005,0,0.0001,2026-09-07T05:25:52.424719Z
NA001732,CS000087,0.0016,0,0.0003,2026-09-07T05:25:52.424724Z
NA001733,CS000088,0.0027,0.0006,0.0004,2026-09-07T05:25:52.424728Z
NA001734,CS000089,0.0005,0,0.0001,2026-09-07T05:25:52.424733Z
NA001735,CS000090,0.0016,0.0001,0.0003,2026-09-07T05:25:52.424737Z
NA001736,P000505,0.0016,0.0002,0.0003,2026-09-07T05:25:52.424742Z
NA001737,LOC000034,0.0064,0.0039,0.0009,2026-09-07T05:25:52.424746Z
NA001738,LOC000038,0.007,0.0028,0.001,2026-09-07T05:25:52.424751Z
NA001739,LOC000015,0.0172,0.0128,0.0026,2026-09-07T05:25:52.424757Z
NA001740,LOC000061,0.0107,0.005,0.0018,2026-09-07T05:25:52.424763Z
NA001741,LOC000014,0.0107,0.0092,0.0016,2026-09-07T05:25:52.424767Z
NA001742,LOC000044,0.0091,0.0133,0.0014,2026-09-07T05:25:52.424772Z
NA001743,LOC000012,0.0183,0.0185,0.0027,2026-09-07T05:25:52.424777Z
NA001744,LOC000029,0.0091,0.007,0.0014,2026-09-07T05:25:52.424782Z
NA001745,LOC000059,0.0081,0.0039,0.0012,2026-09-07T05:25:52.424787Z
NA001746,LOC000030,0.0161,0.0144,0.0025,2026-09-07T05:25:52.424791Z
NA001747,LOC000042,0.0118,0.0158,0.0019,2026-09-07T05:25:52.424796Z
NA001748,LOC000051,0.0091,0.0048,0.0014,2026-09-07T05:25:52.424801Z
NA001749,LOC000040,0.0129,0.01,0.0019,2026-09-07T05:25:52.424807Z
NA001750,LOC000008,0.0156,0.0165,0.0023,2026-09-07T05:25:52.424812Z
NA001751,LOC000033,0.0107,0.0159,0.0017,2026-09-07T05:25:52.424816Z
NA001752,LOC000023,0.0172,0.0252,0.0025,2026-09-07T05:25:52.424823Z
NA001753,LOC000055,0.0107,0.007,0.0017,2026-09-07T05:25:52.424828Z
NA001754,LOC000022,0.0113,0.008,0.0017,2026-09-07T05:25:52.424834Z
NA001755,LOC000043,0.0059,0.0027,0.0009,2026-09-07T05:25:52.424838Z
NA001756,LOC000013,0.0081,0.0041,0.0013,2026-09-07T05:25:52.424843Z
NA001757,LOC000045,0.0081,0.0091,0.0012,2026-09-07T05:25:52.424848Z
NA001758,LOC000037,0.0064,0.0016,0.001,2026-09-07T05:25:52.424852Z
NA001759,LOC000053,0.0129,0.0086,0.002,2026-09-07T05:25:52.424859Z
NA001760,LOC000048,0.0091,0.0109,0.0015,2026-09-07T05:25:52.424864Z
NA001761,LOC000058,0.0113,0.0099,0.0017,2026-09-07T05:25:52.424868Z
NA001762,LOC000011,0.0145,0.0141,0.0021,2026-09-07T05:25:52.424873Z
NA001763,LOC000028,0.0086,0.0105,0.0015,2026-09-07T05:25:52.424878Z
NA001764,LOC000050,0.0102,0.0041,0.0016,2026-09-07T05:25:52.424882Z
NA001765,LOC000001,0.0032,0.0006,0.0006,2026-09-07T05:25:52.424887Z
NA001766,LOC000035,0.0086,0.0054,0.0013,2026-09-07T05:25:52.424892Z
NA001767,LOC000005,0.0091,0.0053,0.0015,2026-09-07T05:25:52.424896Z
NA001768,LOC000060,0.0064,0.005,0.001,2026-09-07T05:25:52.424901Z
NA001769,LOC000019,0.0102,0.0063,0.0015,2026-09-07T05:25:52.424905Z
NA001770,LOC000016,0.0086,0.0072,0.0013,2026-09-07T05:25:52.424910Z
NA001771,LOC000002,0.0123,0.0187,0.0021,2026-09-07T05:25:52.424915Z
NA001772,LOC000039,0.0113,0.0089,0.0017,2026-09-07T05:25:52.424919Z
NA001773,LOC000018,0.0059,0.0061,0.0009,2026-09-07T05:25:52.424924Z
NA001774,LOC000041,0.0075,0.0034,0.0012,2026-09-07T05:25:52.424928Z
NA001775,LOC000025,0.0075,0.0029,0.0012,2026-09-07T05:25:52.424933Z
NA001776,LOC000031,0.0113,0.0057,0.0016,2026-09-07T05:25:52.424938Z
NA001777,LOC000009,0.0199,0.0164,0.0029,2026-09-07T05:25:52.424942Z
NA001778,LOC000004,0.0048,0.0014,0.0007,2026-09-07T05:25:52.424948Z
NA001779,LOC000007,0.0097,0.0075,0.0014,2026-09-07T05:25:52.424953Z
NA001780,LOC000020,0.0118,0.0116,0.0017,2026-09-07T05:25:52.424957Z
NA001781,LOC000006,0.0064,0.0026,0.001,2026-09-07T05:25:52.424962Z
NA001782,LOC000032,0.0113,0.0096,0.0017,2026-09-07T05:25:52.424967Z
NA001783,LOC000003,0.015,0.0072,0.0023,2026-09-07T05:25:52.424971Z
NA001784,LOC000046,0.0054,0.0019,0.0008,2026-09-07T05:25:52.424976Z
NA001785,LOC000036,0.0075,0.0032,0.0011,2026-09-07T05:25:52.424980Z
NA001786,LOC000057,0.0038,0.0005,0.0006,2026-09-07T05:25:52.424987Z
NA001787,LOC000024,0.007,0.0035,0.0011,2026-09-07T05:25:52.424992Z
NA001788,LOC000026,0.0059,0.0028,0.001,2026-09-07T05:25:52.424996Z
NA001789,LOC000021,0.0107,0.012,0.0018,2026-09-07T05:25:52.425001Z
NA001790,LOC000027,0.0075,0.0054,0.0013,2026-09-07T05:25:52.425008Z
NA001791,LOC000052,0.0102,0.0126,0.0016,2026-09-07T05:25:52.425013Z
NA001792,LOC000054,0.0129,0.0128,0.0021,2026-09-07T05:25:52.425019Z
NA001793,LOC000049,0.0054,0.0035,0.0008,2026-09-07T05:25:52.425024Z
NA001794,LOC000056,0.0016,0.0002,0.0003,2026-09-07T05:25:52.425028Z
NA001795,LOC000047,0.007,0.0019,0.0011,2026-09-07T05:25:52.425033Z
NA001796,LOC000017,0.0075,0.0035,0.0012,2026-09-07T05:25:52.425038Z
NA001797,LOC000010,0.0059,0.0026,0.001,2026-09-07T05:25:52.425043Z
NA001798,P000228,0.0043,0.0022,0.0006,2026-09-07T05:25:52.425049Z
NA001799,P000234,0.0016,0.0002,0.0003,2026-09-07T05:25:52.425053Z
NA001800,P000255,0.0027,0.0008,0.0004,2026-09-07T05:25:52.425058Z
NA001801,P000268,0.0027,0.0008,0.0004,2026-09-07T05:25:52.425063Z
NA001802,P000298,0.0032,0.001,0.0005,2026-09-07T05:25:52.425067Z
NA001803,P000389,0.0021,0.0005,0.0003,2026-09-07T05:25:52.425072Z
NA001804,P000423,0.0016,0.0003,0.0003,2026-09-07T05:25:52.425076Z
NA001805,P000446,0.0011,0.0003,0.0002,2026-09-07T05:25:52.425081Z
NA001806,P000448,0.0021,0.0001,0.0004,2026-09-07T05:25:52.425085Z
NA001807,P000449,0.0011,0,0.0002,2026-09-07T05:25:52.425090Z
NA001808,P000453,0.0021,0.0004,0.0004,2026-09-07T05:25:52.425094Z
NA001809,P000458,0.0011,0.0001,0.0002,2026-09-07T05:25:52.425099Z
NA001810,P000460,0.0011,0.0001,0.0002,2026-09-07T05:25:52.425103Z
NA001811,P000465,0.0016,0.0004,0.0003,2026-09-07T05:25:52.425108Z
NA001812,P000466,0.0011,0,0.0002,2026-09-07T05:25:52.425112Z
NA001813,P000468,0.0016,0.0001,0.0003,2026-09-07T05:25:52.425117Z
NA001814,P000472,0.0011,0.0001,0.0002,2026-09-07T05:25:52.425121Z
NA001815,P000477,0.0027,0.0003,0.0004,2026-09-07T05:25:52.425126Z
NA001816,P000481,0.0016,0.0003,0.0003,2026-09-07T05:25:52.425130Z
NA001817,P000483,0.0011,0,0.0002,2026-09-07T05:25:52.425136Z
NA001818,P000485,0.0005,0,0.0002,2026-09-07T05:25:52.425143Z
NA001819,P000490,0.0011,0,0.0002,2026-09-07T05:25:52.425147Z
NA001820,P000494,0.0011,0,0.0002,2026-09-07T05:25:52.425152Z
NA001821,P000498,0.0021,0.0005,0.0004,2026-09-07T05:25:52.425156Z
NA001822,P000499,0.0011,0,0.0002,2026-09-07T05:25:52.425161Z
NA001823,P000500,0.0005,0,0.0002,2026-09-07T05:25:52.425165Z
NA001824,P000501,0.0011,0.0001,0.0002,2026-09-07T05:25:52.425169Z
NA001825,P000502,0.0016,0.0002,0.0003,2026-09-07T05:25:52.425174Z
NA001826,P000507,0.0005,0,0.0002,2026-09-07T05:25:52.425178Z
NA001827,P000511,0.0011,0,0.0002,2026-09-07T05:25:52.425183Z
NA001828,P000512,0.0005,0,0.0002,2026-09-07T05:25:52.425190Z
NA001829,P000513,0.0011,0.0002,0.0002,2026-09-07T05:25:52.425198Z
NA001830,P000518,0.0016,0.0001,0.0003,2026-09-07T05:25:52.425205Z
NA001831,P000521,0.0016,0.0001,0.0003,2026-09-07T05:25:52.425213Z
NA001832,P000522,0.0011,0,0.0002,2026-09-07T05:25:52.425218Z
NA001833,P000524,0.0011,0.0001,0.0002,2026-09-07T05:25:52.425223Z
NA001834,P000533,0.0011,0,0.0002,2026-09-07T05:25:52.425230Z
NA001835,P000540,0.0005,0,0.0002,2026-09-07T05:25:52.425237Z
NA001836,P000541,0.0016,0.0004,0.0003,2026-09-07T05:25:52.425245Z
NA001837,P000556,0.0016,0.0003,0.0003,2026-09-07T05:25:52.425264Z
NA001838,P000557,0.0016,0.0002,0.0003,2026-09-07T05:25:52.425269Z
NA001839,P000561,0.0016,0,0.0003,2026-09-07T05:25:52.425273Z
NA001840,P000562,0.0027,0.0006,0.0004,2026-09-07T05:25:52.425278Z
NA001841,P000563,0.0021,0.0007,0.0004,2026-09-07T05:25:52.425282Z
NA001842,P000564,0.0021,0.0002,0.0004,2026-09-07T05:25:52.425287Z
NA001843,P000566,0.0005,0,0.0002,2026-09-07T05:25:52.425292Z
NA001844,P000567,0.0027,0.0007,0.0004,2026-09-07T05:25:52.425297Z
NA001845,P000572,0.0011,0,0.0002,2026-09-07T05:25:52.425301Z
NA001846,P000579,0.0005,0,0.0002,2026-09-07T05:25:52.425306Z
NA001847,P000580,0.0016,0.0001,0.0003,2026-09-07T05:25:52.425310Z
NA001848,P000584,0.0011,0.0001,0.0002,2026-09-07T05:25:52.425315Z
NA001849,P000585,0.0032,0.0019,0.0005,2026-09-07T05:25:52.425320Z
NA001850,P000586,0.0021,0.0005,0.0004,2026-09-07T05:25:52.425326Z
NA001851,P000590,0.0011,0.0003,0.0002,2026-09-07T05:25:52.425331Z
NA001852,P000593,0.0016,0.0002,0.0003,2026-09-07T05:25:52.425335Z
NA001853,P000595,0.0027,0.0006,0.0004,2026-09-07T05:25:52.425340Z
NA001854,P000598,0.0005,0,0.0002,2026-09-07T05:25:52.425345Z
NA001855,P000602,0.0011,0,0.0002,2026-09-07T05:25:52.425349Z
NA001856,P000604,0.0016,0.0002,0.0003,2026-09-07T05:25:52.425355Z
NA001857,P000606,0.0016,0.0001,0.0003,2026-09-07T05:25:52.425360Z
NA001858,P000610,0.0016,0.0002,0.0003,2026-09-07T05:25:52.425365Z
NA001859,P000611,0.0021,0.0003,0.0003,2026-09-07T05:25:52.425370Z
NA001860,P000614,0.0011,0.0001,0.0003,2026-09-07T05:25:52.425374Z
NA001861,P000616,0.0016,0.0002,0.0003,2026-09-07T05:25:52.425379Z
NA001862,P000620,0.0021,0.0008,0.0003,2026-09-07T05:25:52.425383Z
NA001863,P000623,0.0021,0.0006,0.0004,2026-09-07T05:25:52.425388Z
NA001864,P000624,0.0016,0.0001,0.0003,2026-09-07T05:25:52.425393Z
