id,location_id,person_id,vehicle_id,observed_at,notes,data_source
SR001039,LOC000006,P000563,,2024-12-06T18:08:17Z,Subject used phone while parked near Pappanaickenpalayam Bridge End,SYNTHETIC
SR001040,LOC000022,P000213,,2026-06-12T18:15:57Z,Vehicle sighting captured by ANPR at Nellithope Cold Storage,SYNTHETIC
SR001041,LOC000045,P000109,,2026-08-09T23:55:14Z,Routine patrol log entry - Pothigai Nagar Toll Plaza,SYNTHETIC
SR001042,LOC000061,P000495,,2026-02-14T03:33:44Z,Routine patrol log entry - Central Market Junction,SYNTHETIC
SR001043,LOC000050,P000314,,2024-05-20T06:02:19Z,CCTV frame captured at Ganapathy Bus Terminus toll plaza,SYNTHETIC
SR001044,LOC000037,P000243,,2024-07-30T22:00:43Z,Vehicle sighting captured by ANPR at Chokkanadar Pettai Textile Mill,SYNTHETIC
SR001045,LOC000050,P000146,VH000098,2024-09-16T04:09:01Z,Subject used phone while parked near Ganapathy Bus Terminus,SYNTHETIC
SR001046,LOC000001,P000247,,2026-04-02T22:12:31Z,Subject used phone while parked near Ganapathy City Police Station,SYNTHETIC
SR001047,LOC000005,P000440,VH000202,2025-09-09T12:36:41Z,Vehicle TN20 FD 4314 (sedan) recorded entering Kajamalai Junction,SYNTHETIC
SR001048,LOC000052,P000200,VH000135,2024-10-23T05:35:08Z,Vehicle TN31 FZ 4370 (motorcycle) recorded entering Coimbatore Junction Construction Site,SYNTHETIC
SR001049,LOC000047,P000114,VH000077,2024-07-19T05:46:35Z,CCTV frame captured at Azhagar Koil Road Junction toll plaza,SYNTHETIC
SR001050,LOC000012,P000233,,2026-06-13T07:43:35Z,CCTV frame captured at KK Nagar Night Bazaar toll plaza,SYNTHETIC
SR001051,LOC000054,P000545,,2025-11-05T02:32:44Z,Subject observed on foot near Kallamadu Agro Market,SYNTHETIC
SR001052,LOC000031,P000369,,2025-10-25T22:52:06Z,Subject met unidentified associate at Peelamedu Textile Mill,SYNTHETIC
SR001053,LOC000011,P000301,VH000171,2024-11-07T08:14:10Z,Subject used phone while parked near Peelamedu Harbour Gate,SYNTHETIC
SR001054,LOC000056,P000544,,2025-06-20T05:42:18Z,Subject used phone while parked near Kallamadu Industrial Estate,SYNTHETIC
SR001055,LOC000012,P000058,VH000038,2026-03-15T03:11:16Z,Subject observed on foot near KK Nagar Night Bazaar,SYNTHETIC
SR001056,LOC000008,P000194,VH000130,2024-06-20T11:42:37Z,CCTV frame captured at Ambattur Warehouse Complex toll plaza,SYNTHETIC
SR001057,LOC000001,P000597,,2024-02-02T19:50:23Z,Vehicle sighting captured by ANPR at Ganapathy City Police Station,SYNTHETIC
SR001058,LOC000016,P000295,,2026-05-23T07:23:53Z,Subject used phone while parked near Ukkadam Harbour Police Station,SYNTHETIC
SR001059,LOC000019,P000168,VH000113,2024-02-22T12:42:29Z,CCTV frame captured at Meenakshi Nagar Agro Market toll plaza,SYNTHETIC
SR001060,LOC000015,P000364,VH000135,2025-11-15T17:39:11Z,Subject used phone while parked near Valluvar Layout Night Bazaar,SYNTHETIC
SR001061,LOC000048,P000049,,2025-03-25T07:44:17Z,Subject observed on foot near Sulur Railway Yard,SYNTHETIC
SR001062,LOC000005,P000284,,2024-01-24T16:39:40Z,CCTV frame captured at Kajamalai Junction toll plaza,SYNTHETIC
SR001063,LOC000053,P000442,VH000203,2025-07-09T20:43:42Z,Vehicle TN64 GZ 8997 (motorcycle) recorded entering Mettupalayam Wholesale Market,SYNTHETIC
SR001064,LOC000045,P000394,,2025-03-13T19:05:07Z,CCTV frame captured at Pothigai Nagar Toll Plaza toll plaza,SYNTHETIC
SR001065,LOC000023,P000212,VH000055,2025-09-02T21:49:56Z,Vehicle sighting captured by ANPR at Sundarankottai Fuel Station,SYNTHETIC
SR001066,LOC000025,P000486,,2024-10-27T23:40:50Z,CCTV frame captured at Anna Nagar Check Post toll plaza,SYNTHETIC
SR001067,LOC000038,P000507,,2024-01-08T16:48:33Z,Routine patrol log entry - Tambaram Toll Plaza,SYNTHETIC
SR001068,LOC000050,P000148,VH000099,2024-09-05T01:21:36Z,Subject observed on foot near Ganapathy Bus Terminus,SYNTHETIC
SR001069,LOC000024,P000210,,2025-09-03T08:38:45Z,CCTV frame captured at Palladam Check Post toll plaza,SYNTHETIC
SR001070,LOC000038,P000473,VH000208,2024-03-15T05:17:20Z,CCTV frame captured at Tambaram Toll Plaza toll plaza,SYNTHETIC
SR001071,LOC000039,P000113,,2024-07-24T17:16:40Z,Subject met unidentified associate at Thirunagar Industrial Estate,SYNTHETIC
SR001072,LOC000025,P000619,,2026-04-03T05:43:41Z,Subject used phone while parked near Anna Nagar Check Post,SYNTHETIC
SR001073,LOC000011,P000234,,2024-07-02T04:23:41Z,Vehicle sighting captured by ANPR at Peelamedu Harbour Gate,SYNTHETIC
SR001074,LOC000053,P000322,,2024-10-01T14:22:33Z,Subject observed on foot near Mettupalayam Wholesale Market,SYNTHETIC
SR001075,LOC000030,P000304,,2024-04-01T08:50:21Z,Subject used phone while parked near Ganapathy Junction,SYNTHETIC
SR001076,LOC000033,P000325,VH000093,2025-06-16T04:03:40Z,Vehicle TN75 TH 2925 (motorcycle) recorded entering Ukkadam Toll Plaza,SYNTHETIC
SR001077,LOC000060,P000565,,2024-12-28T04:22:10Z,Subject observed on foot near Ukkadam Cold Storage,SYNTHETIC
SR001078,LOC000037,P000432,,2024-09-22T22:59:06Z,CCTV frame captured at Chokkanadar Pettai Textile Mill toll plaza,SYNTHETIC
SR001079,LOC000035,P000309,,2026-02-23T15:40:03Z,Subject observed on foot near Arumbakkam Godown Compound,SYNTHETIC
SR001080,LOC000009,P000172,VH000117,2025-01-03T08:47:42Z,Subject observed on foot near Chokkanadar Pettai Oil Depot,SYNTHETIC
SR001081,LOC000023,P000212,,2025-07-17T19:37:51Z,Subject observed on foot near Sundarankottai Fuel Station,SYNTHETIC
SR001082,LOC000044,P000078,,2026-06-01T15:01:05Z,Subject met unidentified associate at Sulur Check Post,SYNTHETIC
SR001083,LOC000046,P000357,,2024-08-05T17:51:52Z,Subject used phone while parked near Royapuram Fuel Station,SYNTHETIC
SR001084,LOC000024,P000327,VH000088,2025-11-17T12:45:42Z,Subject met unidentified associate at Palladam Check Post,SYNTHETIC
SR001085,LOC000039,P000551,,2026-01-15T10:10:56Z,Subject observed on foot near Thirunagar Industrial Estate,SYNTHETIC
SR001086,LOC000060,P000623,,2025-06-26T16:44:41Z,CCTV frame captured at Ukkadam Cold Storage toll plaza,SYNTHETIC
SR001087,LOC000008,P000265,,2026-06-09T12:10:37Z,Vehicle sighting captured by ANPR at Ambattur Warehouse Complex,SYNTHETIC
SR001088,LOC000058,P000581,,2025-12-22T21:32:06Z,Subject observed on foot near Anna Nagar Lorry Park,SYNTHETIC
SR001089,LOC000041,P000280,,2025-07-12T22:26:30Z,Subject observed on foot near Vilachery Cold Storage,SYNTHETIC
SR001090,LOC000004,P000093,VH000062,2024-08-01T03:47:58Z,Vehicle TN58 DA 8604 (motorcycle) recorded entering Chokkanadar Harbour Police Station,SYNTHETIC
SR001091,LOC000012,P000310,VH000173,2025-04-23T18:48:11Z,Subject used phone while parked near KK Nagar Night Bazaar,SYNTHETIC
SR001092,LOC000011,P000301,,2024-02-17T16:35:01Z,Subject met unidentified associate at Peelamedu Harbour Gate,SYNTHETIC
SR001093,LOC000019,P000338,,2026-04-14T15:36:07Z,Subject used phone while parked near Meenakshi Nagar Agro Market,SYNTHETIC
SR001094,LOC000059,P000429,VH000067,2025-06-20T23:06:31Z,Vehicle TN63 HW 6269 (lorry) recorded entering RS Puram Agro Market,SYNTHETIC
SR001095,LOC000026,P000039,,2026-02-25T02:18:13Z,Subject met unidentified associate at Kajamalai Industrial Estate,SYNTHETIC
SR001096,LOC000039,P000410,,2025-10-03T15:40:58Z,Routine patrol log entry - Thirunagar Industrial Estate,SYNTHETIC
SR001097,LOC000018,P000505,,2025-04-18T14:15:05Z,CCTV frame captured at Anna Nagar Bus Terminus toll plaza,SYNTHETIC
SR001098,LOC000011,P000285,,2026-03-02T22:35:53Z,Subject observed on foot near Peelamedu Harbour Gate,SYNTHETIC
SR001099,LOC000020,P000170,VH000115,2026-04-11T01:40:51Z,Subject used phone while parked near Mylapore City Police Station,SYNTHETIC
SR001100,LOC000018,P000361,,2026-08-05T20:32:23Z,Subject used phone while parked near Anna Nagar Bus Terminus,SYNTHETIC
SR001101,LOC000030,P000071,VH000048,2025-09-01T11:54:25Z,Vehicle sighting captured by ANPR at Ganapathy Junction,SYNTHETIC
SR001102,LOC000013,P000394,,2025-02-05T07:55:27Z,Subject met unidentified associate at Bharathi Bazaar Wholesale Market,SYNTHETIC
SR001103,LOC000021,P000280,VH000159,2025-11-13T15:28:07Z,CCTV frame captured at Valluvar Layout Harbour Gate toll plaza,SYNTHETIC
SR001104,LOC000008,P000221,,2026-03-26T02:10:22Z,Subject observed on foot near Ambattur Warehouse Complex,SYNTHETIC
SR001105,LOC000052,P000196,,2024-09-02T18:31:06Z,Subject used phone while parked near Coimbatore Junction Construction Site,SYNTHETIC
SR001106,LOC000012,P000605,,2026-01-08T14:11:25Z,Subject met unidentified associate at KK Nagar Night Bazaar,SYNTHETIC
SR001107,LOC000012,P000605,,2024-02-13T20:28:04Z,Subject met unidentified associate at KK Nagar Night Bazaar,SYNTHETIC
SR001108,LOC000023,P000220,VH000188,2025-06-27T02:38:33Z,Vehicle sighting captured by ANPR at Sundarankottai Fuel Station,SYNTHETIC
SR001109,LOC000012,P000438,,2025-02-08T11:46:52Z,Subject met unidentified associate at KK Nagar Night Bazaar,SYNTHETIC
SR001110,LOC000021,P000043,VH000030,2026-05-08T09:58:37Z,Routine patrol log entry - Valluvar Layout Harbour Gate,SYNTHETIC
SR001111,LOC000042,P000513,,2026-08-28T08:30:41Z,Routine patrol log entry - Chromepet Agro Market,SYNTHETIC
SR001112,LOC000012,P000169,VH000114,2026-02-05T17:54:43Z,Routine patrol log entry - KK Nagar Night Bazaar,SYNTHETIC
SR001113,LOC000060,P000537,,2025-03-25T22:27:09Z,CCTV frame captured at Ukkadam Cold Storage toll plaza,SYNTHETIC
SR001114,LOC000031,P000563,VH000141,2024-06-21T14:56:17Z,Subject observed on foot near Peelamedu Textile Mill,SYNTHETIC
SR001115,LOC000021,P000509,,2024-08-31T10:47:28Z,Subject used phone while parked near Valluvar Layout Harbour Gate,SYNTHETIC
SR001116,LOC000042,P000441,,2025-11-24T17:06:21Z,Subject met unidentified associate at Chromepet Agro Market,SYNTHETIC
SR001117,LOC000054,P000322,,2024-07-15T07:04:35Z,Routine patrol log entry - Kallamadu Agro Market,SYNTHETIC
SR001118,LOC000033,P000371,,2024-05-04T14:20:31Z,Vehicle sighting captured by ANPR at Ukkadam Toll Plaza,SYNTHETIC
SR001119,LOC000017,P000550,VH000006,2024-08-30T18:30:38Z,Vehicle TN39 ZD 1858 (SUV) recorded entering Egmore Cold Storage,SYNTHETIC
SR001120,LOC000030,P000157,,2025-06-16T14:20:03Z,Vehicle sighting captured by ANPR at Ganapathy Junction,SYNTHETIC
SR001121,LOC000045,P000078,,2025-12-23T09:21:02Z,Vehicle sighting captured by ANPR at Pothigai Nagar Toll Plaza,SYNTHETIC
SR001122,LOC000006,P000242,VH000146,2025-04-30T07:56:00Z,Subject met unidentified associate at Pappanaickenpalayam Bridge End,SYNTHETIC
SR001123,LOC000008,P000345,,2025-05-06T14:01:43Z,Subject used phone while parked near Ambattur Warehouse Complex,SYNTHETIC
SR001124,LOC000015,P000097,VH000065,2025-04-23T19:44:14Z,Vehicle sighting captured by ANPR at Valluvar Layout Night Bazaar,SYNTHETIC
SR001125,LOC000052,P000197,,2025-08-02T23:49:32Z,Subject observed on foot near Coimbatore Junction Construction Site,SYNTHETIC
SR001126,LOC000054,P000566,,2026-02-27T22:53:23Z,Subject used phone while parked near Kallamadu Agro Market,SYNTHETIC
SR001127,LOC000027,P000466,,2025-01-30T05:21:06Z,Vehicle sighting captured by ANPR at Mettupalayam Cold Storage,SYNTHETIC
SR001128,LOC000054,P000174,,2026-02-03T09:54:58Z,Routine patrol log entry - Kallamadu Agro Market,SYNTHETIC
SR001129,LOC000057,P000127,VH000085,2026-08-30T04:31:35Z,CCTV frame captured at Azhagar Koil Road Fuel Station toll plaza,SYNTHETIC
SR001130,LOC000057,P000081,,2024-03-18T14:02:14Z,Subject met unidentified associate at Azhagar Koil Road Fuel Station,SYNTHETIC
SR001131,LOC000029,P000101,,2025-08-27T12:00:38Z,Routine patrol log entry - Estancia Fuel Station,SYNTHETIC
SR001132,LOC000010,P000376,,2025-02-12T03:51:17Z,Routine patrol log entry - Kuruvikulam Residential Layout,SYNTHETIC
SR001133,LOC000016,P000584,,2026-06-28T22:53:25Z,Vehicle sighting captured by ANPR at Ukkadam Harbour Police Station,SYNTHETIC
SR001134,LOC000024,P000481,,2025-10-28T21:42:14Z,CCTV frame captured at Palladam Check Post toll plaza,SYNTHETIC
SR001135,LOC000012,P000309,,2025-09-04T19:10:20Z,Routine patrol log entry - KK Nagar Night Bazaar,SYNTHETIC
SR001136,LOC000044,P000154,,2024-06-08T16:39:56Z,CCTV frame captured at Sulur Check Post toll plaza,SYNTHETIC
SR001137,LOC000029,P000018,VH000011,2025-08-01T19:17:20Z,Subject met unidentified associate at Estancia Fuel Station,SYNTHETIC
SR001138,LOC000012,P000493,,2024-10-03T20:32:27Z,Subject met unidentified associate at KK Nagar Night Bazaar,SYNTHETIC
SR001139,LOC000012,P000612,,2025-01-07T14:22:21Z,Subject used phone while parked near KK Nagar Night Bazaar,SYNTHETIC
SR001140,LOC000061,P000485,,2024-04-24T08:03:34Z,Vehicle sighting captured by ANPR at Central Market Junction,SYNTHETIC
SR001141,LOC000020,P000610,,2025-01-15T04:06:58Z,Vehicle sighting captured by ANPR at Mylapore City Police Station,SYNTHETIC
SR001142,LOC000032,P000619,,2024-03-20T04:28:47Z,Subject met unidentified associate at Bharathi Bazaar Agro Market,SYNTHETIC
SR001143,LOC000020,P000196,,2024-11-07T21:22:26Z,Subject met unidentified associate at Mylapore City Police Station,SYNTHETIC
SR001144,LOC000058,P000413,,2025-06-11T05:05:54Z,CCTV frame captured at Anna Nagar Lorry Park toll plaza,SYNTHETIC
SR001145,LOC000001,P000546,,2026-01-06T02:59:39Z,Subject met unidentified associate at Ganapathy City Police Station,SYNTHETIC
SR001146,LOC000021,P000012,VH000063,2025-12-02T19:14:00Z,Subject met unidentified associate at Valluvar Layout Harbour Gate,SYNTHETIC
SR001147,LOC000009,P000574,VH000226,2024-11-30T07:31:33Z,Subject observed on foot near Chokkanadar Pettai Oil Depot,SYNTHETIC
SR001148,LOC000014,P000358,,2025-09-19T15:24:11Z,Subject met unidentified associate at Estancia Bridge End,SYNTHETIC
SR001149,LOC000006,P000428,VH000200,2026-06-24T08:02:21Z,Subject observed on foot near Pappanaickenpalayam Bridge End,SYNTHETIC
SR001150,LOC000024,P000092,VH000061,2026-04-04T12:14:18Z,Subject met unidentified associate at Palladam Check Post,SYNTHETIC
SR001151,LOC000041,P000435,,2025-07-13T16:18:06Z,Subject met unidentified associate at Vilachery Cold Storage,SYNTHETIC
SR001152,LOC000013,P000204,,2026-04-27T14:06:35Z,Subject met unidentified associate at Bharathi Bazaar Wholesale Market,SYNTHETIC
SR001153,LOC000012,P000080,,2025-03-17T15:27:17Z,Subject met unidentified associate at KK Nagar Night Bazaar,SYNTHETIC
SR001154,LOC000023,P000371,,2024-01-20T11:58:09Z,Subject met unidentified associate at Sundarankottai Fuel Station,SYNTHETIC
SR001155,LOC000041,P000279,,2025-08-05T19:34:27Z,Vehicle sighting captured by ANPR at Vilachery Cold Storage,SYNTHETIC
SR001156,LOC000009,P000017,,2024-02-06T15:07:43Z,Subject used phone while parked near Chokkanadar Pettai Oil Depot,SYNTHETIC
SR001157,LOC000011,P000321,VH000175,2025-06-25T14:56:01Z,Vehicle TN28 KN 4640 (motorcycle) recorded entering Peelamedu Harbour Gate,SYNTHETIC
SR001158,LOC000012,P000309,,2025-03-10T02:24:13Z,CCTV frame captured at KK Nagar Night Bazaar toll plaza,SYNTHETIC
SR001159,LOC000044,P000538,,2024-09-22T07:30:20Z,Vehicle sighting captured by ANPR at Sulur Check Post,SYNTHETIC
SR001160,LOC000058,P000588,VH000231,2026-06-03T07:55:33Z,Subject met unidentified associate at Anna Nagar Lorry Park,SYNTHETIC
SR001161,LOC000017,P000033,,2024-06-14T20:24:48Z,Vehicle sighting captured by ANPR at Egmore Cold Storage,SYNTHETIC
SR001162,LOC000008,P000090,,2026-01-28T18:05:21Z,CCTV frame captured at Ambattur Warehouse Complex toll plaza,SYNTHETIC
SR001163,LOC000043,P000382,VH000190,2024-12-19T06:56:32Z,Subject observed on foot near Sowdambika Layout Night Bazaar,SYNTHETIC
SR001164,LOC000002,P000500,,2024-06-11T10:50:04Z,Vehicle sighting captured by ANPR at Velachery Oil Depot,SYNTHETIC
SR001165,LOC000058,P000568,,2024-09-14T02:58:06Z,Subject met unidentified associate at Anna Nagar Lorry Park,SYNTHETIC
SR001166,LOC000059,P000356,,2025-11-03T17:22:43Z,Subject met unidentified associate at RS Puram Agro Market,SYNTHETIC
SR001167,LOC000025,P000300,VH000170,2025-09-15T13:51:56Z,CCTV frame captured at Anna Nagar Check Post toll plaza,SYNTHETIC
SR001168,LOC000017,P000126,,2025-07-23T12:38:39Z,CCTV frame captured at Egmore Cold Storage toll plaza,SYNTHETIC
SR001169,LOC000057,P000092,VH000061,2025-11-06T20:38:29Z,CCTV frame captured at Azhagar Koil Road Fuel Station toll plaza,SYNTHETIC
SR001170,LOC000045,P000394,,2025-07-16T00:53:34Z,Subject used phone while parked near Pothigai Nagar Toll Plaza,SYNTHETIC
SR001171,LOC000012,P000268,,2024-01-12T03:58:52Z,Subject observed on foot near KK Nagar Night Bazaar,SYNTHETIC
SR001172,LOC000018,P000470,VH000144,2026-04-29T08:50:37Z,Vehicle TN64 EC 9622 (van) recorded entering Anna Nagar Bus Terminus,SYNTHETIC
SR001173,LOC000020,P000585,,2025-10-07T11:39:38Z,Vehicle sighting captured by ANPR at Mylapore City Police Station,SYNTHETIC
SR001174,LOC000037,P000539,,2025-07-06T05:18:03Z,Subject used phone while parked near Chokkanadar Pettai Textile Mill,SYNTHETIC
SR001175,LOC000060,P000548,,2024-08-20T10:50:48Z,Vehicle sighting captured by ANPR at Ukkadam Cold Storage,SYNTHETIC
SR001176,LOC000060,P000096,VH000064,2024-01-16T18:01:07Z,Subject observed on foot near Ukkadam Cold Storage,SYNTHETIC
SR001177,LOC000015,P000021,VH000014,2024-05-20T10:20:04Z,Subject met unidentified associate at Valluvar Layout Night Bazaar,SYNTHETIC
SR001178,LOC000030,P000033,,2024-10-19T21:08:01Z,Vehicle sighting captured by ANPR at Ganapathy Junction,SYNTHETIC
SR001179,LOC000012,P000100,,2026-04-30T23:47:37Z,Routine patrol log entry - KK Nagar Night Bazaar,SYNTHETIC
SR001180,LOC000049,P000107,VH000072,2026-03-06T03:38:48Z,Subject observed on foot near Gandhipuram Warehouse Complex,SYNTHETIC
SR001181,LOC000039,P000324,,2025-06-28T15:54:07Z,Subject met unidentified associate at Thirunagar Industrial Estate,SYNTHETIC
SR001182,LOC000050,P000242,VH000150,2024-04-30T18:44:13Z,Subject observed on foot near Ganapathy Bus Terminus,SYNTHETIC
SR001183,LOC000002,P000125,VH000084,2025-05-07T20:56:41Z,Vehicle TN75 MR 8797 (truck) recorded entering Velachery Oil Depot,SYNTHETIC
SR001184,LOC000031,P000409,VH000174,2024-10-27T18:52:10Z,CCTV frame captured at Peelamedu Textile Mill toll plaza,SYNTHETIC
SR001185,LOC000053,P000529,VH000075,2024-12-19T17:28:43Z,Subject observed on foot near Mettupalayam Wholesale Market,SYNTHETIC
SR001186,LOC000008,P000090,,2024-07-07T00:45:30Z,Subject observed on foot near Ambattur Warehouse Complex,SYNTHETIC
SR001187,LOC000010,P000389,,2025-06-09T02:55:05Z,CCTV frame captured at Kuruvikulam Residential Layout toll plaza,SYNTHETIC
SR001188,LOC000053,P000291,VH000165,2024-11-05T17:15:30Z,Subject met unidentified associate at Mettupalayam Wholesale Market,SYNTHETIC
SR001189,LOC000014,P000383,,2025-02-03T14:37:53Z,Routine patrol log entry - Estancia Bridge End,SYNTHETIC
SR001190,LOC000060,P000050,,2026-07-24T19:08:35Z,Subject used phone while parked near Ukkadam Cold Storage,SYNTHETIC
SR001191,LOC000002,P000598,,2025-02-17T13:29:09Z,Subject met unidentified associate at Velachery Oil Depot,SYNTHETIC
SR001192,LOC000028,P000207,,2025-05-13T06:21:52Z,Vehicle sighting captured by ANPR at Ganapathy Mandi,SYNTHETIC
SR001193,LOC000053,P000198,,2024-09-22T01:41:32Z,Subject observed on foot near Mettupalayam Wholesale Market,SYNTHETIC
SR001194,LOC000051,P000597,,2025-03-14T16:11:10Z,Subject used phone while parked near Chokkanadar Pettai Outer Ring Road,SYNTHETIC
SR001195,LOC000009,P000226,VH000161,2024-02-08T18:43:05Z,Routine patrol log entry - Chokkanadar Pettai Oil Depot,SYNTHETIC
SR001196,LOC000023,P000345,,2026-06-06T02:25:41Z,Vehicle sighting captured by ANPR at Sundarankottai Fuel Station,SYNTHETIC
SR001197,LOC000023,P000499,,2025-02-22T03:23:35Z,Vehicle sighting captured by ANPR at Sundarankottai Fuel Station,SYNTHETIC
SR001198,LOC000037,P000160,,2026-01-15T22:09:58Z,Routine patrol log entry - Chokkanadar Pettai Textile Mill,SYNTHETIC
SR001199,LOC000031,P000199,VH000134,2024-07-18T10:44:16Z,Subject used phone while parked near Peelamedu Textile Mill,SYNTHETIC
SR001200,LOC000002,P000270,,2024-06-01T19:23:38Z,Vehicle sighting captured by ANPR at Velachery Oil Depot,SYNTHETIC
SR001201,LOC000049,P000125,VH000084,2024-10-30T14:03:28Z,Vehicle TN75 MR 8797 (truck) recorded entering Gandhipuram Warehouse Complex,SYNTHETIC
SR001202,LOC000007,P000076,,2026-04-01T07:28:33Z,Routine patrol log entry - Muthialpet Check Post,SYNTHETIC
SR001203,LOC000001,P000141,VH000095,2025-03-09T16:06:42Z,Vehicle TN01 RZ 1811 (truck) recorded entering Ganapathy City Police Station,SYNTHETIC
SR001204,LOC000055,P000286,VH000163,2024-04-29T02:30:53Z,Subject used phone while parked near Kuruvikulam Construction Site,SYNTHETIC
SR001205,LOC000057,P000492,,2025-09-22T22:32:39Z,Subject met unidentified associate at Azhagar Koil Road Fuel Station,SYNTHETIC
SR001206,LOC000058,P000588,VH000231,2024-07-02T21:32:36Z,Subject used phone while parked near Anna Nagar Lorry Park,SYNTHETIC
SR001207,LOC000022,P000348,,2026-06-26T10:59:56Z,Subject met unidentified associate at Nellithope Cold Storage,SYNTHETIC
SR001208,LOC000031,P000258,,2026-08-26T00:57:43Z,CCTV frame captured at Peelamedu Textile Mill toll plaza,SYNTHETIC
SR001209,LOC000059,P000520,,2024-08-21T17:07:43Z,Vehicle sighting captured by ANPR at RS Puram Agro Market,SYNTHETIC
SR001210,LOC000008,P000348,VH000054,2024-10-20T15:42:41Z,Subject met unidentified associate at Ambattur Warehouse Complex,SYNTHETIC
SR001211,LOC000048,P000203,VH000137,2026-06-05T07:43:11Z,Subject used phone while parked near Sulur Railway Yard,SYNTHETIC
SR001212,LOC000029,P000098,,2025-02-21T01:54:35Z,Vehicle sighting captured by ANPR at Estancia Fuel Station,SYNTHETIC
SR001213,LOC000012,P000341,,2025-06-16T17:37:10Z,Routine patrol log entry - KK Nagar Night Bazaar,SYNTHETIC
SR001214,LOC000010,P000540,VH000133,2025-09-17T11:26:20Z,Vehicle TN25 DG 7603 (truck) recorded entering Kuruvikulam Residential Layout,SYNTHETIC
SR001215,LOC000004,P000489,,2025-11-27T12:01:49Z,Subject used phone while parked near Chokkanadar Harbour Police Station,SYNTHETIC
SR001216,LOC000007,P000312,,2026-03-31T20:06:34Z,Subject observed on foot near Muthialpet Check Post,SYNTHETIC
SR001217,LOC000041,P000598,,2026-07-07T11:26:39Z,Subject observed on foot near Vilachery Cold Storage,SYNTHETIC
SR001218,LOC000016,P000381,,2024-06-24T21:40:23Z,Subject observed on foot near Ukkadam Harbour Police Station,SYNTHETIC
SR001219,LOC000022,P000587,,2026-03-06T09:07:08Z,Subject used phone while parked near Nellithope Cold Storage,SYNTHETIC
SR001220,LOC000012,P000318,,2024-05-01T14:50:32Z,Vehicle sighting captured by ANPR at KK Nagar Night Bazaar,SYNTHETIC
SR001221,LOC000031,P000387,,2025-06-23T22:02:49Z,CCTV frame captured at Peelamedu Textile Mill toll plaza,SYNTHETIC
SR001222,LOC000036,P000444,,2024-01-15T14:39:38Z,Subject observed on foot near Pothigai Nagar Oil Depot,SYNTHETIC
SR001223,LOC000003,P000075,VH000050,2024-08-23T02:07:34Z,Vehicle sighting captured by ANPR at Thirunagar Cold Storage,SYNTHETIC
SR001224,LOC000055,P000368,VH000186,2026-03-30T18:26:38Z,CCTV frame captured at Kuruvikulam Construction Site toll plaza,SYNTHETIC
SR001225,LOC000026,P000615,VH000233,2025-06-17T00:36:55Z,Subject used phone while parked near Kajamalai Industrial Estate,SYNTHETIC
SR001226,LOC000015,P000302,,2024-01-25T13:41:18Z,CCTV frame captured at Valluvar Layout Night Bazaar toll plaza,SYNTHETIC
SR001227,LOC000016,P000078,,2024-07-10T23:03:42Z,Routine patrol log entry - Ukkadam Harbour Police Station,SYNTHETIC
SR001228,LOC000019,P000338,,2025-02-21T17:13:32Z,Subject observed on foot near Meenakshi Nagar Agro Market,SYNTHETIC
SR001229,LOC000057,P000076,VH000051,2025-04-19T15:09:26Z,Subject met unidentified associate at Azhagar Koil Road Fuel Station,SYNTHETIC
SR001230,LOC000018,P000233,,2024-11-26T07:52:09Z,Subject met unidentified associate at Anna Nagar Bus Terminus,SYNTHETIC
SR001231,LOC000042,P000316,,2024-10-06T01:27:29Z,Subject observed on foot near Chromepet Agro Market,SYNTHETIC
SR001232,LOC000058,P000255,VH000047,2024-08-08T16:09:36Z,CCTV frame captured at Anna Nagar Lorry Park toll plaza,SYNTHETIC
SR001233,LOC000021,P000500,,2025-04-24T00:13:28Z,Routine patrol log entry - Valluvar Layout Harbour Gate,SYNTHETIC
SR001234,LOC000038,P000155,,2025-04-18T18:30:27Z,Routine patrol log entry - Tambaram Toll Plaza,SYNTHETIC
SR001235,LOC000017,P000082,,2026-04-13T20:35:30Z,Routine patrol log entry - Egmore Cold Storage,SYNTHETIC
SR001236,LOC000040,P000495,,2025-04-09T23:16:35Z,Subject used phone while parked near Gandhipuram Textile Mill,SYNTHETIC
SR001237,LOC000047,P000029,,2025-03-25T06:05:12Z,Subject used phone while parked near Azhagar Koil Road Junction,SYNTHETIC
SR001238,LOC000008,P000434,,2025-04-24T12:54:19Z,Subject used phone while parked near Ambattur Warehouse Complex,SYNTHETIC
SR001239,LOC000009,P000477,,2024-07-20T04:17:26Z,CCTV frame captured at Chokkanadar Pettai Oil Depot toll plaza,SYNTHETIC
SR001240,LOC000024,P000035,VH000024,2025-05-09T04:08:23Z,Subject met unidentified associate at Palladam Check Post,SYNTHETIC
SR001241,LOC000047,P000165,VH000111,2025-07-31T01:22:04Z,CCTV frame captured at Azhagar Koil Road Junction toll plaza,SYNTHETIC
SR001242,LOC000010,P000596,,2024-06-25T11:34:51Z,Subject used phone while parked near Kuruvikulam Residential Layout,SYNTHETIC
SR001243,LOC000030,P000540,,2025-04-26T11:35:45Z,CCTV frame captured at Ganapathy Junction toll plaza,SYNTHETIC
SR001244,LOC000048,P000056,VH000036,2024-10-26T05:01:10Z,CCTV frame captured at Sulur Railway Yard toll plaza,SYNTHETIC
SR001245,LOC000061,P000103,,2024-12-14T13:21:07Z,Subject observed on foot near Central Market Junction,SYNTHETIC
